Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
"CIBOX INTER A CTIV";FR0000054322;CIB;"Euronext Paris";EUR;0.082;0.0822;0.075;0.0784;"27/04/2022 17:35";CET;1466856;114792.06
"CIE DU MONT BLANC";FR0000060428;MLCMB;"Euronext Access Paris";EUR;115.00;115.00;115.00;115.00;"27/04/2022 11:30";CET;6;690.00
CIOA;FR0012384907;MLCIO;"Euronext Access Paris";EUR;1.89;1.89;1.89;1.89;"27/04/2022 11:30";CET;103;194.67
CLARANOVA;FR0013426004;CLA;"Euronext Paris";EUR;3.30;3.30;3.15;3.194;"27/04/2022 17:35";CET;323510;1041368.20
CLASQUIN;FR0004152882;ALCLA;"Euronext Growth Paris";EUR;68.40;69.40;66.40;67.00;"27/04/2022 17:28";CET;1024;69515.40
"CMG CLEANTECH";FR0013406881;MLCMG;"Euronext Access Paris";EUR;7.00;7.00;7.00;7.00;"25/04/2022 11:30";CET;120;840.00
"CNIM GROUP";FR0000053399;COM;"Euronext Paris";EUR;7.80;7.80;7.32;7.46;"14/01/2022 16:38";CET;164;1217.42
CNOVA;NL0010949392;CNV;"Euronext Paris";EUR;5.04;5.30;5.02;5.02;"27/04/2022 11:33";CET;378;1925.62
"CNP ASSURANCES";FR0000120222;CNP;"Euronext Paris";EUR;20.86;20.90;20.86;20.90;"27/04/2022 17:35";CET;458125;9571232.34
COFACE;FR0010667147;COFA;"Euronext Paris";EUR;11.55;11.55;11.31;11.50;"27/04/2022 17:39";CET;251896;2889052.37
COFIDUR;FR0013257409;ALCOF;"Euronext Growth Paris";EUR;352.00;354.00;352.00;354.00;"26/04/2022 16:51";CET;7;2466.00
COGELEC;FR0013335742;ALLEC;"Euronext Growth Paris";EUR;7.70;7.74;7.70;7.74;"27/04/2022 17:14";CET;106;819.92
COGRA;FR0011071570;ALCOG;"Euronext Growth Paris";EUR;11.50;11.90;11.40;11.90;"27/04/2022 17:35";CET;524;6095.15
COHERIS;FR0004031763;COH;"Euronext Paris";EUR;2.30;2.30;2.22;2.30;"27/04/2022 17:27";CET;3721;8482.38
COIL;BE0160342011;ALCOI;"Euronext Growth Paris";EUR;7.68;7.68;7.40;7.66;"27/04/2022 16:32";CET;44;332.88
COLAS;FR0000121634;RE;"Euronext Paris";EUR;124.50;126.00;123.00;126.00;"27/04/2022 17:35";CET;330;41000.50
COLIPAYS;FR0010959684;MLCLP;"Euronext Access Paris";EUR;8.05;8.05;8.05;8.05;"14/04/2022 16:30";CET;5;40.25
"COMPAGNIE ODET";FR0000062234;ODET;"Euronext Paris";EUR;1078.00;1090.00;1066.00;1086.00;"27/04/2022 17:35";CET;233;251594.00
"CONDOR TECHNOLOG";BE6252013725;MLMFI;"Euronext Access Paris";EUR;15.00;15.00;15.00;15.00;"07/06/2019 11:30";CET;20;300.00
"CONSORT NT";FR0000077828;MLCNT;"Euronext Access Paris";EUR;61.50;61.50;61.50;61.50;"29/07/2021 11:30";CET;22;1353.00
"CONSTRUCTEURS BOIS";FR00140007I9;MLLCB;"Euronext Access Paris";EUR;4.68;4.68;4.68;4.68;"27/04/2022 16:30";CET;463;2166.84
"COREP LIGHTING";FR0010035816;MLCOR;"Euronext Access Paris";EUR;9.00;9.00;9.00;9.00;"17/01/2022 11:30";CET;57;513.00
COURBET;FR0004998318;MLCOU;"Euronext Access Paris";EUR;1.20;1.20;1.20;1.20;"07/03/2022 11:30";CET;212;254.40
COURTOIS;FR0000065393;COUR;"Euronext Paris";EUR;125.00;125.00;125.00;125.00;"26/04/2022 16:30";CET;16;2000.00
COVIVIO;FR0000064578;COV;"Euronext Paris";EUR;69.10;69.85;67.95;69.45;"27/04/2022 17:35";CET;91814;6361401.25
"COVIVIO HOTELS";FR0000060303;COVH;"Euronext Paris";EUR;15.55;16.15;15.55;16.00;"27/04/2022 16:54";CET;2966;46997.15
"CRCAM ALP.PROV.CCI";FR0000044323;CRAP;"Euronext Paris";EUR;72.01;74.00;72.01;74.00;"27/04/2022 17:17";CET;217;15786.11
"CRCAM ATL.VEND.CCI";FR0000185506;CRAV;"Euronext Paris";EUR;86.00;86.00;82.20;84.41;"27/04/2022 17:16";CET;348;29272.31
"CRCAM BRIE PIC2CCI";FR0010483768;CRBP2;"Euronext Paris";EUR;22.015;22.395;21.30;22.10;"27/04/2022 17:29";CET;5538;120470.63
"CRCAM ILLE-VIL.CCI";FR0000045213;CIV;"Euronext Paris";EUR;62.51;63.99;62.51;63.99;"27/04/2022 15:43";CET;32;2046.20
"CRCAM LANGUED CCI";FR0010461053;CRLA;"Euronext Paris";EUR;50.00;50.61;48.71;50.54;"27/04/2022 15:38";CET;600;29687.15
"CRCAM LOIRE HTE L.";FR0000045239;CRLO;"Euronext Paris";EUR;64.98;65.50;63.51;65.50;"27/04/2022 12:05";CET;361;23374.24
"CRCAM MORBIHAN CCI";FR0000045551;CMO;"Euronext Paris";EUR;64.61;64.61;64.61;64.61;"27/04/2022 09:00";CET;1;64.61
"CRCAM NORD CCI";FR0000185514;CNF;"Euronext Paris";EUR;18.80;18.80;18.75;18.75;"27/04/2022 17:05";CET;800;15025.24
"CRCAM NORM.SEINE";FR0000044364;CCN;"Euronext Paris";EUR;89.48;89.48;88.40;88.40;"27/04/2022 14:30";CET;107;9460.21
"CRCAM PARIS ET IDF";FR0000045528;CAF;"Euronext Paris";EUR;73.50;74.00;72.00;72.01;"27/04/2022 17:35";CET;655;47800.31
"CRCAM SUD R.A.CCI";FR0000045346;CRSU;"Euronext Paris";EUR;128.48;128.48;128.38;128.38;"27/04/2022 14:51";CET;20;2567.70
"CRCAM TOURAINE CCI";FR0000045304;CRTO;"Euronext Paris";EUR;69.50;69.50;69.50;69.50;"27/04/2022 09:00";CET;1;69.50
"CREDIT AGRICOLE";FR0000045072;ACA;"Euronext Paris";EUR;10.30;10.40;10.076;10.186;"27/04/2022 17:36";CET;7003512;71627445.11
CROSSJECT;FR0011716265;ALCJ;"Euronext Growth Paris";EUR;2.00;2.00;1.90;1.94;"27/04/2022 17:35";CET;16092;31059.74
"CROSSJECT BS";FR0014007HU2;CJBS;"Euronext Growth Paris";EUR;0.023;0.023;0.023;0.023;"27/04/2022 17:24";CET;40863;939.85
CROSSWOOD;FR0000050395;CROS;"Euronext Paris";EUR;5.55;5.55;5.55;5.55;"22/04/2022 11:30";CET;65;360.75
"CS GROUP.";FR0007317813;SX;"Euronext Paris";EUR;6.68;6.68;6.50;6.50;"27/04/2022 15:58";CET;2054;13640.44
CYBERGUN;FR0014004QR6;ALCYB;"Euronext Growth Paris";EUR;0.4556;0.4556;0.4202;0.434;"27/04/2022 17:35";CET;207599;90417.50
"CYBERGUN BSA 2";FR0013340817;CYBBT;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"14/03/2022 09:00";CET;14;0.01
"CYBERGUN BSA K1";FR0013507977;CYBK1;"Euronext Growth Paris";EUR;0.002;0.002;0.002;0.002;"22/03/2022 16:31";CET;2460;4.92
"CYBERGUN BSA K2A";FR0013507985;CYBKA;"Euronext Growth Paris";EUR;0.0015;0.0015;0.0015;0.0015;"27/04/2022 10:07";CET;52820;79.23
"CYBERGUN BSA K2B";FR0013508009;CYBKB;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"27/04/2022 10:09";CET;33060;16.53
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;12.65;12.90;12.50;12.50;"27/04/2022 11:35";CET;244;3082.65
DAMARIS;FR0000077885;MLDAM;"Euronext Access Paris";EUR;9.80;9.80;9.80;9.80;"06/04/2022 16:30";CET;2;19.60
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;13.85;13.85;13.75;13.75;"27/04/2022 16:00";CET;61;842.85
DANONE;FR0000120644;BN;"Euronext Paris";EUR;56.00;56.46;55.30;55.79;"27/04/2022 17:39";CET;1605759;89694533.21
"DASSAULT AVIATION";FR0014004L86;AM;"Euronext Paris";EUR;158.60;159.40;156.70;157.70;"27/04/2022 17:35";CET;57949;9146565.30
"DASSAULT SYS NV22";FR00140078T7;DSYNV;"Euronext Paris";EUR;57.00;57.00;57.00;57.00;"08/02/2022 11:30";CET;22;1254.00
"DASSAULT SYSTEMES";FR0014003TT8;DSY;"Euronext Paris";EUR;39.895;40.815;39.01;40.41;"27/04/2022 17:35";CET;1878639;75344020.27
DBT;FR0013066750;ALDBT;"Euronext Growth Paris";EUR;0.031;0.0317;0.0305;0.031;"27/04/2022 17:35";CET;1580381;48848.94
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;2.592;2.592;2.51;2.58;"27/04/2022 17:35";CET;95585;244327.94
"DEE TECH SHARES";FR0014003G01;DEE;"Euronext Paris";EUR;9.90;9.90;9.90;9.90;"19/04/2022 09:00";CET;10;99.00
"DEE TECH WARRANTS";FR0014003G19;DEEW;"Euronext Paris";EUR;0.30;0.30;0.30;0.30;"22/12/2021 12:00";CET;1000;300.00
DEINOVE;FR0010879056;ALDEI;"Euronext Growth Paris";EUR;0.27;0.2735;0.254;0.256;"27/04/2022 17:28";CET;161899;42679.48
DEKUPLE;FR0000062978;DKUPL;"Euronext Paris";EUR;32.90;32.90;30.60;32.00;"27/04/2022 17:35";CET;2079;66698.50
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;51.00;51.40;50.40;51.40;"27/04/2022 17:35";CET;330;16800.20
"DELTA DRONE";FR0011522168;ALDR;"Euronext Growth Paris";EUR;0.0009;0.001;0.0008;0.0009;"27/04/2022 17:35";CET;69374778;64333.48
"DELTA DRONE BSA Y";FR0013400991;ALDBY;"Euronext Growth Paris";EUR;0.002;0.002;0.002;0.002;"20/04/2022 13:43";CET;135759;271.52
"DELTA PLUS GROUP";FR0013283108;ALDLT;"Euronext Growth Paris";EUR;83.60;83.90;81.70;82.70;"27/04/2022 17:29";CET;1526;126132.60
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;8.71;8.735;8.49;8.59;"27/04/2022 17:35";CET;189136;1625240.65
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;11.00;11.00;11.00;11.00;"21/04/2022 16:30";CET;13;143.00
DIAGEO;GB0002374006;DGE;"Euronext Paris";EUR;46.40;47.40;46.40;47.40;"27/04/2022 17:02";CET;469;22077.00
"DIAGNOSTIC MEDICAL";FR0012202497;ALDMS;"Euronext Growth Paris";EUR;1.08;1.115;1.08;1.10;"27/04/2022 17:29";CET;2819;3072.49
"DMS IMAGING";BE0974289218;DMSIM;"Euronext Brussels, Paris";EUR;0.1555;0.1725;0.1555;0.1695;"27/04/2022 16:31";CET;10825;1683.67
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;11.00;11.30;11.00;11.30;"27/04/2022 16:49";CET;202;2222.60
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;470.00;470.00;470.00;470.00;"26/04/2022 11:30";CET;19;8930.00
DOLFINES;FR0014004QZ9;ALDOL;"Euronext Growth Paris";EUR;0.55;0.559;0.502;0.51;"27/04/2022 17:29";CET;120860;64150.40
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;12.05;12.15;11.50;12.05;"27/04/2022 17:35";CET;4393;51816.20
"DRONE VOLT";FR0013088606;ALDRV;"Euronext Growth Paris";EUR;0.0311;0.0333;0.0304;0.0328;"27/04/2022 17:35";CET;4131482;131025.42
"DRONE VOLT BS26";FR0014007951;BNBS;"Euronext Growth Paris";EUR;0.012;0.012;0.012;0.012;"22/04/2022 12:33";CET;13000;156.00
DYNAFOND;FR0000052920;MLDYN;"Euronext Access Paris";EUR;3.96;3.96;3.96;3.96;"15/03/2021 11:30";CET;15;59.40
"DYNEX ENERGY SA";LU0881232630;MLDYX;"Euronext Access Paris";EUR;1.39;1.39;1.39;1.39;"31/03/2022 11:33";CET;25;34.75
"E PANGO";FR0014004339;ALAGO;"Euronext Growth Paris";EUR;4.46;4.47;4.46;4.47;"10/02/2022 14:03";CET;121;539.86
"EASSON HOLDINGS";HK0000038783;MLEAS;"Euronext Access Paris";EUR;0.482;0.482;0.482;0.482;"13/01/2022 16:30";CET;38;18.32
"EAUX DE ROYAN";FR0007200100;MLEDR;"Euronext Access Paris";EUR;94.00;94.00;94.00;94.00;"19/04/2022 11:30";CET;20;1880.00
EAVS;FR0010536185;MLEAV;"Euronext Access Paris";EUR;10.30;10.30;10.30;10.30;"05/05/2021 11:30";CET;145;1493.50
ECOLUTIONS;DE000A0XYM45;MLECO;"Euronext Access Paris";EUR;1.25;1.25;1.25;1.25;"21/12/2016 15:00";CET;100;125.00
ECOMIAM;FR0013534617;ALECO;"Euronext Growth Paris";EUR;9.10;9.10;8.80;9.04;"27/04/2022 17:10";CET;910;8167.94
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;9.24;9.24;9.10;9.22;"27/04/2022 13:53";CET;453;4149.20
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;47.45;48.15;46.92;47.88;"27/04/2022 17:35";CET;715748;34184289.84
EDF;FR0010242511;EDF;"Euronext Paris";EUR;8.82;8.884;8.604;8.668;"27/04/2022 17:37";CET;3347759;29109536.20
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;16.68;16.70;16.20;16.20;"27/04/2022 16:41";CET;644;10572.28
"EDITIONS DU SIGNE";FR0000052755;MLEDS;"Euronext Access Paris";EUR;0.316;0.32;0.316;0.32;"27/04/2022 16:30";CET;2067;653.57
"EDUFORM ACTION";FR0010882886;MLEFA;"Euronext Access Paris";EUR;1.00;1.00;1.00;1.00;"22/04/2022 11:30";CET;5000;5000.00
EDUNIVERSAL;FR0010439265;MLEDU;"Euronext Access Paris";EUR;8.42;8.42;8.42;8.42;"18/04/2012 15:00";CET;850;7157.00
EES;FR0010945733;MLEES;"Euronext Access Paris";EUR;0.282;0.282;0.282;0.282;"06/08/2020 16:30";CET;20;5.64
EGIDE;FR0000072373;GID;"Euronext Paris";EUR;1.108;1.126;1.078;1.08;"27/04/2022 16:51";CET;22858;25074.31
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;93.74;94.18;92.04;93.32;"27/04/2022 17:35";CET;205665;19172988.30
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;6.46;6.52;6.45;6.47;"27/04/2022 17:35";CET;18145;117403.47
ELEC.STRASBOURG;FR0000031023;ELEC;"Euronext Paris";EUR;104.50;106.00;104.50;104.50;"27/04/2022 15:39";CET;787;82977.50
"ELECT. MADAGASCAR";FR0000035719;EEM;"Euronext Paris";EUR;3.28;3.28;3.28;3.28;"03/02/2020 16:30";CET;1034;3391.52
"ELIOR GROUP";FR0011950732;ELIOR;"Euronext Paris";EUR;3.05;3.198;3.016;3.06;"27/04/2022 17:35";CET;1615053;5034910.34
ELIS;FR0012435121;ELIS;"Euronext Paris";EUR;13.95;13.95;13.40;13.49;"27/04/2022 17:35";CET;228905;3105582.01
EMBENTION;ES0105639001;MLUAV;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;1.615;1.65;1.60;1.60;"27/04/2022 17:16";CET;11183;18145.72
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;3.78;3.78;3.78;3.78;"27/04/2022 13:48";CET;7;26.46
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;1.115;1.125;1.095;1.125;"27/04/2022 17:35";CET;4103;4532.74
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;0.996;0.996;0.981;0.989;"27/04/2022 14:46";CET;21652;21447.43
ENERTIME;FR0011915339;ALENE;"Euronext Growth Paris";EUR;2.00;2.00;1.97;1.97;"27/04/2022 17:35";CET;23556;46717.44
ENGIE;FR0010208488;ENGI;"Euronext Paris, Brussels";EUR;11.10;11.298;10.836;11.164;"27/04/2022 17:35";CET;11723617;130365661.68
ENOGIA;FR0014004974;ALENO;"Euronext Growth Paris";EUR;8.48;8.60;8.46;8.46;"27/04/2022 15:14";CET;661;5628.34
ENTECH;FR0014004362;ALESE;"Euronext Growth Paris";EUR;6.75;6.75;6.70;6.71;"27/04/2022 17:24";CET;758;5091.81
ENTREPARTICULIERS;FR0010424697;ALENT;"Euronext Growth Paris";EUR;3.40;3.40;2.95;3.00;"27/04/2022 17:35";CET;15018;48193.82
ENTREPRENDRE;FR0000045122;ALENR;"Euronext Growth Paris";EUR;5.80;5.80;5.80;5.80;"07/04/2022 16:30";CET;1;5.80
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;4.94;4.94;4.76;4.76;"27/04/2022 14:49";CET;322;1568.12
ERAMET;FR0000131757;ERA;"Euronext Paris";EUR;131.40;141.50;131.40;140.60;"27/04/2022 17:39";CET;101416;13987633.60
EROLD;FR0010211037;ALPLA;"Euronext Growth Paris";EUR;1.03;1.035;0.99;1.015;"27/04/2022 16:03";CET;9771;9951.15
"ERYTECH PHARMA";FR0011471135;ERYP;"Euronext Paris";EUR;1.29;1.378;1.26;1.272;"27/04/2022 17:35";CET;341490;445735.54
"ESI GROUP";FR0004110310;ESI;"Euronext Paris";EUR;68.00;68.20;67.20;68.00;"27/04/2022 17:35";CET;1036;70164.40
ESKER;FR0000035818;ALESK;"Euronext Growth Paris";EUR;159.50;162.20;157.70;160.70;"27/04/2022 17:35";CET;6998;1119043.90
ESPERITE;NL0009272137;ESP;"Euronext Amsterdam, Paris";EUR;0.0244;0.026;0.0242;0.026;"27/04/2022 17:35";CET;45560;1122.01
"ESSILORLUXOTT NV22";FR0014007HJ5;ELNV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;160.40;161.90;158.30;159.95;"27/04/2022 17:36";CET;499887;80004471.25
ESSO;FR0000120669;ES;"Euronext Paris";EUR;50.20;53.60;50.00;51.20;"27/04/2022 17:35";CET;58863;3070337.00
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0.268;0.268;0.268;0.268;"21/04/2022 11:30";CET;30;8.04
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;4.16;4.16;4.16;4.16;"27/04/2022 09:00";CET;1;4.16
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;73.55;73.80;71.65;72.55;"27/04/2022 17:35";CET;151852;11034645.90
"EURO RESSOURCES";FR0000054678;EUR;"Euronext Paris";EUR;3.25;3.27;3.23;3.23;"27/04/2022 16:50";CET;10039;32556.46
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;17.80;18.29;17.14;17.30;"27/04/2022 17:35";CET;102318;1813467.58
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;22400.00;22400.00;22400.00;22400.00;"13/04/2022 16:30";CET;1;22400.00
"EUROFINS SCIE NV22";FR0014006O73;ERFNV;"Euronext Paris";EUR;87.66;87.66;85.90;85.90;"27/04/2022 16:30";CET;656;56614.40
"EUROFINS SCIENT.";FR0014000MR3;ERF;"Euronext Paris";EUR;89.30;89.72;86.90;88.08;"27/04/2022 17:35";CET;379625;33562590.70
"EUROLAND CORPORATE";FR0010157115;MLERO;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"27/04/2022 11:30";CET;10;30.00
"EUROLOG CANOLA";ES0105586004;MLCAN;"Euronext Access Paris";EUR;1320.00;1320.00;1320.00;1320.00;"11/08/2021 00:00";CET;-;-
"EUROMEDIS GROUPE";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;5.70;5.70;5.10;5.10;"27/04/2022 17:38";CET;41064;217282.07
EURONEXT;NL0006294274;ENX;"Euronext Paris, Amsterdam, Brussels";EUR;77.00;77.18;74.80;76.06;"27/04/2022 17:35";CET;180320;13687607.58
EUROPACORP;FR0010490920;ALECP;"Euronext Growth Paris";EUR;0.502;0.502;0.491;0.491;"27/04/2022 15:27";CET;10923;5364.32
"EUROPCAR MOBILITY";FR0012789949;EUCAR;"Euronext Paris";EUR;0.5024;0.5032;0.5014;0.5024;"27/04/2022 17:36";CET;3047804;1530713.59
EUROPLASMA;FR0013514114;ALEUP;"Euronext Growth Paris";EUR;0.0204;0.0208;0.018;0.0184;"27/04/2022 17:35";CET;13693867;263644.84
"EUTELSAT COMMUNIC.";FR0010221234;ETL;"Euronext Paris";EUR;10.62;10.80;10.54;10.72;"27/04/2022 17:35";CET;478257;5117093.77
EVERGREEN;FR0000035784;EGR;"Euronext Paris";EUR;2.96;2.97;2.92;2.97;"27/04/2022 17:25";CET;2805;8252.12
EVERSET;FR0000044745;MLEVE;"Euronext Access Paris";EUR;0.406;0.406;0.406;0.406;"22/03/2021 11:30";CET;6535;2653.21
EVOLIS;FR0004166197;ALTVO;"Euronext Growth Paris";EUR;27.80;28.00;27.00;28.00;"26/04/2022 17:04";CET;1101;30561.60
"EXACOMPTA CLAIREF.";FR0000064164;ALEXA;"Euronext Growth Paris";EUR;102.00;102.00;102.00;102.00;"27/04/2022 11:30";CET;7;714.00
"EXCLUSIVE NETWORKS";FR0014005DA7;EXN;"Euronext Paris";EUR;18.00;18.20;17.80;18.20;"27/04/2022 17:35";CET;2788;50159.72
"EXEL INDUSTRIES";FR0004527638;EXE;"Euronext Paris";EUR;65.00;69.00;65.00;66.20;"27/04/2022 17:35";CET;706;46459.40
"EXPLOSIFS PROD.CHI";FR0014003AQ4;EXPL;"Euronext Paris";EUR;61.00;61.00;61.00;61.00;"27/04/2022 16:30";CET;755;46055.00
FACEPHI;ES0105029005;ALPHI;"Euronext Growth Paris";EUR;2.99;2.99;2.99;2.99;"27/04/2022 09:00";CET;1;2.99
"FAIFEY INVEST";ES0105553004;MLECE;"Euronext Access Paris";EUR;19.80;19.80;19.80;19.80;"29/07/2021 00:00";CET;-;-
"FASHION B AIR";FR0004034593;ALFBA;"Euronext Growth Paris";EUR;0.364;0.42;0.364;0.42;"27/04/2022 17:28";CET;394;154.16
FAURECIA;FR0000121147;EO;"Euronext Paris";EUR;20.50;21.37;19.71;20.29;"27/04/2022 17:38";CET;2527714;51323818.93
FAYENC.SARREGUEMI.;FR0000031973;FAYE;"Euronext Paris";EUR;23.40;23.40;23.40;23.40;"13/04/2022 16:30";CET;100;2340.00
FD;FR0012300424;MLFDV;"Euronext Access Paris";EUR;0.80;0.80;0.80;0.80;"28/02/2022 11:30";CET;400;320.00
FDJ;FR0013451333;FDJ;"Euronext Paris";EUR;34.59;35.08;34.14;35.00;"27/04/2022 17:35";CET;215590;7516914.86
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;"Euronext Paris";EUR;1170.00;1170.00;1170.00;1170.00;"11/04/2022 17:27";CET;10;11700.00
FERMENTALG;FR0011271600;FALG;"Euronext Paris";EUR;2.706;2.78;2.706;2.754;"27/04/2022 17:35";CET;80728;221029.04
"FIDUCIAL OFF.SOL.";FR0000061418;SACI;"Euronext Paris";EUR;27.80;27.80;27.80;27.80;"27/04/2022 11:30";CET;1;27.80
"FIDUCIAL REAL EST.";FR0000060535;ORIA;"Euronext Paris";EUR;186.00;186.00;186.00;186.00;"27/04/2022 11:30";CET;2;372.00
"FIGEAC AERO";FR0011665280;FGA;"Euronext Paris";EUR;5.36;5.36;4.80;5.25;"27/04/2022 17:29";CET;21288;109774.32
"FIN.ETANG BERRE";FR0000062341;BERR;"Euronext Paris";EUR;7.15;7.35;7.15;7.35;"27/04/2022 16:30";CET;1750;12612.50
"FIN.ETANG BERRE PF";FR0000062507;EBPF;"Euronext Paris";EUR;160.00;160.00;160.00;160.00;"26/04/2022 16:35";CET;12;1920.00
"FIN.OUEST AFRICAIN";SN0000033192;FOAF;"Euronext Paris";EUR;2.38;2.38;2.38;2.38;"25/04/2022 16:30";CET;1;2.38
"FINANCIERE MARJOS";FR0000060824;FINM;"Euronext Paris";EUR;0.176;0.176;0.176;0.176;"25/04/2022 16:30";CET;2100;369.60
FINATIS;FR0000035123;FNTS;"Euronext Paris";EUR;28.20;28.20;28.20;28.20;"20/04/2022 11:30";CET;2;56.40
FINAXO;FR0010487272;MLFXO;"Euronext Access Paris";EUR;4.70;4.70;4.70;4.70;"25/07/2018 16:30";CET;1000;4700.00
FIPP;FR0000038184;FIPP;"Euronext Paris";EUR;0.142;0.142;0.142;0.142;"26/04/2022 11:36";CET;1300;184.60
FIRSTCAUTION;CH0120879058;MLFIR;"Euronext Access Paris";EUR;19.50;19.50;19.50;19.50;"18/05/2021 11:30";CET;51;994.50
"FLEURY MICHON";FR0000074759;ALFLE;"Euronext Growth Paris";EUR;22.30;22.80;22.30;22.80;"27/04/2022 17:36";CET;792;17887.50
"FNAC DARTY";FR0011476928;FNAC;"Euronext Paris";EUR;47.70;47.70;46.22;46.52;"27/04/2022 17:35";CET;46263;2157406.92
FNPTECHNOLOGIESSA;FR0013230067;MLFNP;"Euronext Access Paris";EUR;0.58;0.58;0.58;0.58;"27/04/2022 16:30";CET;5;2.90
FOCUSENTERTAINMENT;FR0012419307;ALFOC;"Euronext Growth Paris";EUR;40.75;40.75;40.00;40.05;"27/04/2022 17:35";CET;3040;122248.90
"FONCIERE 7 INVEST";FR0000065930;LEBL;"Euronext Paris";EUR;0.805;0.805;0.805;0.805;"20/04/2022 16:30";CET;400;322.00
"FONCIERE ATLAND";FR0013455482;FATL;"Euronext Paris";EUR;40.60;40.60;40.20;40.20;"27/04/2022 16:18";CET;109;4418.80
"FONCIERE EURIS";FR0000038499;EURS;"Euronext Paris";EUR;8.85;8.85;8.85;8.85;"27/04/2022 11:30";CET;2;17.70
"FONCIERE INEA";FR0010341032;INEA;"Euronext Paris";EUR;45.30;45.30;44.00;44.00;"27/04/2022 17:35";CET;141;6217.00
"FONCIERE LYONNAISE";FR0000033409;FLY;"Euronext Paris";EUR;88.40;90.00;87.00;90.00;"27/04/2022 17:35";CET;670;59168.80
"FONCIERE VINDI";FR0011605617;MLVIN;"Euronext Access Paris";EUR;2.40;2.40;2.40;2.40;"12/04/2022 16:30";CET;8;19.20
"FONCIERE VOLTA";FR0000053944;SPEL;"Euronext Paris";EUR;7.40;7.40;7.40;7.40;"27/04/2022 11:30";CET;15;111.00
"FORESTIERE EQUAT.";CI0000053161;FORE;"Euronext Paris";EUR;570.00;570.00;570.00;570.00;"05/04/2022 11:30";CET;2;1140.00
"FORSEE POWER";FR0014005SB3;FORSE;"Euronext Paris";EUR;3.25;3.25;3.08;3.08;"27/04/2022 17:35";CET;59026;186446.31
"FOUNTAINE PAJOT";FR0010485268;ALFPC;"Euronext Growth Paris";EUR;116.00;116.00;113.20;113.20;"27/04/2022 17:35";CET;763;87319.20
"FRANCAISE ENERGIE";FR0013030152;FDE;"Euronext Paris";EUR;52.90;52.90;49.40;52.50;"27/04/2022 17:35";CET;48111;2448552.30
"FRANCE SOIR GROUPE";FR0013222346;MLFSG;"Euronext Access Paris";EUR;0.0045;0.0045;0.0045;0.0045;"27/04/2022 16:30";CET;4000;18.00
"FRANCE TOURISME";FR0010823724;MLFTI;"Euronext Access Paris";EUR;0.0495;0.0495;0.0495;0.0495;"27/04/2022 11:30";CET;50;2.48
FREELANCE.COM;FR0004187367;ALFRE;"Euronext Growth Paris";EUR;7.67;7.67;7.44;7.44;"27/04/2022 17:35";CET;23769;177481.78
FREY;FR0010588079;FREY;"Euronext Paris";EUR;33.00;33.00;33.00;33.00;"27/04/2022 16:30";CET;110;3630.00
G.A.I.;FR0000053415;MLGAI;"Euronext Access Paris";EUR;80.00;80.00;80.00;80.00;"23/12/2021 16:34";CET;40;3200.00
